inx,x,y,z,rx,ry,rz,p,v
93,0.04822705,1.420068,-0.5999914,35.70311,48.66958,3.78414,P06,longdress
94,0.03870219,1.426486,-0.6076198,35.28102,47.84864,1.851379,P06,longdress
95,0.03435412,1.431308,-0.6131352,34.85535,48.26545,1.175453,P06,longdress
96,0.03412481,1.433111,-0.6159011,34.34145,48.61076,1.680419,P06,longdress
97,0.03216923,1.4353,-0.6245661,33.81408,48.82648,2.539615,P06,longdress
98,0.03060284,1.43577,-0.6297535,33.43499,47.96591,1.823666,P06,longdress
99,0.03245954,1.434451,-0.6384889,33.32165,45.72005,359.9529,P06,longdress
100,0.03427406,1.433237,-0.642155,33.63126,44.92298,359.2206,P06,longdress
101,0.03864113,1.431411,-0.6485448,35.12004,44.0939,358.4414,P06,longdress
102,0.03937042,1.429559,-0.652716,35.38633,43.86197,358.5482,P06,longdress
103,0.03807032,1.424711,-0.6599547,33.92467,43.31886,358.611,P06,longdress
104,0.03750983,1.423383,-0.6610563,33.94143,43.19818,358.2701,P06,longdress
105,0.03794371,1.423467,-0.6606926,36.24493,44.0523,357.171,P06,longdress
106,0.03659263,1.42358,-0.6615475,36.65376,44.50785,357.0419,P06,longdress
107,0.03587336,1.424263,-0.6616968,36.9201,44.76494,357.0068,P06,longdress
108,0.03776871,1.426197,-0.6582704,36.9467,45.48307,356.7845,P06,longdress
109,0.03955609,1.42548,-0.6529686,36.8802,46.37173,356.838,P06,longdress
110,0.04053131,1.423294,-0.6468897,36.74023,46.795,356.7273,P06,longdress
111,0.0412695,1.420739,-0.6397234,37.58861,47.55416,356.7133,P06,longdress
112,0.04213437,1.418826,-0.633139,38.67952,48.26645,356.6711,P06,longdress
113,0.04210109,1.416527,-0.6259496,39.07353,49.56823,357.1325,P06,longdress
114,0.04107074,1.413999,-0.6176969,39.07405,50.81215,357.7233,P06,longdress
115,0.03971663,1.412303,-0.6080332,38.70814,52.16544,357.9239,P06,longdress
116,0.03866326,1.411326,-0.6003202,38.64552,53.33911,358.1178,P06,longdress
117,0.03453097,1.408152,-0.5820549,38.48529,55.66354,358.2151,P06,longdress
118,0.02987095,1.405654,-0.565109,38.59939,57.95847,358.1079,P06,longdress
119,0.02315354,1.402387,-0.5472094,38.01507,60.55627,358.5586,P06,longdress
120,0.01775489,1.400345,-0.5327585,37.67754,62.79622,359.4272,P06,longdress
121,0.01319882,1.39888,-0.5176765,37.53495,65.15357,0.154161,P06,longdress
122,0.004682854,1.396408,-0.484116,37.71612,69.88737,1.513746,P06,longdress
123,-0.001421783,1.394994,-0.4568282,38.21774,73.44753,2.346029,P06,longdress
124,-0.006806931,1.395925,-0.4297749,39.4201,77.39806,3.226138,P06,longdress
125,-0.01208485,1.398547,-0.4053988,40.79085,80.91863,4.131442,P06,longdress
126,-0.01860124,1.400644,-0.3835199,41.03575,83.6493,4.524415,P06,longdress
127,-0.02486979,1.401851,-0.3646693,40.79572,85.65936,4.372299,P06,longdress
128,-0.02998102,1.402603,-0.3478533,41.21057,87.9024,4.432961,P06,longdress
129,-0.03756276,1.403144,-0.3349977,41.45333,89.53796,4.652765,P06,longdress
130,-0.04286785,1.403778,-0.327047,41.59955,90.36055,4.846916,P06,longdress
131,-0.05153455,1.406244,-0.3112137,42.0264,92.20665,5.556778,P06,longdress
132,-0.05808938,1.408149,-0.3004933,41.56957,93.30016,5.774626,P06,longdress
133,-0.06374261,1.410383,-0.2906427,40.97995,94.06996,5.477717,P06,longdress
134,-0.07027501,1.4124,-0.2820008,40.15904,94.82212,4.91654,P06,longdress
135,-0.07469793,1.413652,-0.2767885,39.77789,95.44228,4.657154,P06,longdress
136,-0.0841632,1.414951,-0.2684887,38.79636,96.67275,4.313109,P06,longdress
137,-0.09155276,1.415661,-0.2630219,38.22798,97.45477,4.169811,P06,longdress
138,-0.09882968,1.416497,-0.2580553,37.897,97.84106,3.863832,P06,longdress
139,-0.1068271,1.417013,-0.25329,37.2186,98.21042,3.309747,P06,longdress
140,-0.1151511,1.417646,-0.2484949,36.57081,98.549,2.947774,P06,longdress
141,-0.1232985,1.418352,-0.2436072,36.36944,98.90959,2.689441,P06,longdress
142,-0.131792,1.419128,-0.2388953,36.11004,99.10889,2.334366,P06,longdress
143,-0.137998,1.419287,-0.2356144,35.59105,99.28468,1.963727,P06,longdress
144,-0.1479256,1.419778,-0.2304091,34.96552,99.48157,1.436108,P06,longdress
145,-0.1629453,1.419591,-0.223387,34.22562,99.64704,0.8823767,P06,longdress
146,-0.1750438,1.418679,-0.2180952,33.41025,99.741,0.5306189,P06,longdress
147,-0.184023,1.41801,-0.2148088,32.92237,99.76173,0.2204824,P06,longdress
148,-0.1979045,1.417459,-0.2098573,32.66055,99.84457,359.745,P06,longdress
149,-0.2121769,1.417229,-0.2049672,32.29682,99.72716,359.1814,P06,longdress
150,-0.2259851,1.41819,-0.2002412,31.79467,99.66983,358.72,P06,longdress
151,-0.2382674,1.419608,-0.195305,31.34708,99.6357,358.3796,P06,longdress
152,-0.2487583,1.421486,-0.1904792,31.31962,99.34837,357.7939,P06,longdress
153,-0.2580847,1.42347,-0.1853427,31.43655,98.99609,357.0053,P06,longdress
154,-0.2672067,1.425394,-0.1792745,31.45668,98.79651,356.113,P06,longdress
155,-0.2757345,1.426834,-0.1730342,31.03661,98.98383,355.6427,P06,longdress
156,-0.2832038,1.427683,-0.166754,30.43386,99.56476,355.9744,P06,longdress
157,-0.2892656,1.42823,-0.1608398,29.90383,100.4851,356.597,P06,longdress
158,-0.2934859,1.428663,-0.1547485,29.38586,101.59,357.036,P06,longdress
159,-0.2962927,1.428668,-0.148461,28.84988,102.5151,357.1709,P06,longdress
160,-0.2976492,1.428201,-0.1417201,28.31964,103.6021,357.3093,P06,longdress
161,-0.297474,1.426993,-0.1347392,27.52336,104.9863,357.6787,P06,longdress
162,-0.295732,1.425727,-0.1277598,27.32625,106.3556,358.0285,P06,longdress
163,-0.2939435,1.42475,-0.1224618,27.11433,107.181,358.2306,P06,longdress
164,-0.2885799,1.422471,-0.1118231,26.63369,108.8043,358.5871,P06,longdress
165,-0.2828419,1.422248,-0.1032022,26.57195,110.0255,358.7501,P06,longdress
166,-0.2753925,1.422615,-0.09376613,26.27074,111.0632,358.8598,P06,longdress
167,-0.2659329,1.423813,-0.08367896,26.08055,111.8132,358.6815,P06,longdress
168,-0.2541714,1.425637,-0.07317269,26.06493,112.2225,358.3303,P06,longdress
169,-0.240496,1.426749,-0.06232246,26.48654,112.4657,358.0834,P06,longdress
170,-0.2265341,1.426858,-0.05111236,26.86921,112.4775,358.0767,P06,longdress
171,-0.2115056,1.425705,-0.04002392,27.22335,112.3693,358.1066,P06,longdress
172,-0.1963465,1.423612,-0.02880585,27.83257,112.2627,358.2008,P06,longdress
173,-0.1822298,1.420662,-0.01847083,28.2413,111.9376,358.2033,P06,longdress
174,-0.1690026,1.41806,-0.008558098,28.75791,112.3179,358.3963,P06,longdress
175,-0.1562346,1.415848,0.000133302,29.74415,112.4998,358.4131,P06,longdress
176,-0.146118,1.414165,0.007859625,30.37601,112.6153,358.3301,P06,longdress
177,-0.1405383,1.413298,0.01275226,30.74164,112.828,358.4259,P06,longdress
178,-0.1315819,1.413799,0.02077102,31.46176,113.3545,359.149,P06,longdress
179,-0.1267793,1.415069,0.02501596,31.58935,113.8569,359.9231,P06,longdress
180,-0.1238025,1.416898,0.0282942,31.48466,114.1996,0.5807187,P06,longdress
181,-0.1224203,1.418396,0.03002014,31.28422,114.0777,0.8793335,P06,longdress
182,-0.1224687,1.419146,0.02988904,31.34846,113.8771,1.01027,P06,longdress
183,-0.1253299,1.420345,0.02787524,31.57466,113.2828,1.418262,P06,longdress
184,-0.1286925,1.4209,0.02505181,31.20438,112.6826,1.705568,P06,longdress
185,-0.1331488,1.421389,0.02062608,30.70832,111.9522,1.850496,P06,longdress
186,-0.1394596,1.421524,0.0151706,29.9684,111.2423,2.129002,P06,longdress
187,-0.1470094,1.422259,0.008386784,29.61125,110.4331,2.532895,P06,longdress
188,-0.1544538,1.423547,0.000854335,29.84365,109.7989,3.065056,P06,longdress
189,-0.162082,1.425498,-0.006419929,29.8361,109.1404,3.399754,P06,longdress
190,-0.1698923,1.428155,-0.01336233,29.27655,108.8087,3.428008,P06,longdress
191,-0.1747747,1.43003,-0.01750535,28.78797,108.6896,3.474849,P06,longdress
192,-0.1830002,1.43329,-0.02464039,27.96712,108.7682,3.892764,P06,longdress
193,-0.1873014,1.435333,-0.02834976,27.80598,109.4194,4.509606,P06,longdress
194,-0.190748,1.437395,-0.0303987,27.70281,110.148,4.928149,P06,longdress
195,-0.192383,1.439602,-0.03021907,27.24001,111.1827,5.029307,P06,longdress
196,-0.1922686,1.440894,-0.02846958,26.81669,112.0026,5.139963,P06,longdress
197,-0.1900643,1.443213,-0.02208056,25.49653,113.5534,5.435933,P06,longdress
198,-0.1869504,1.444491,-0.01411934,24.53959,114.6415,5.612184,P06,longdress
199,-0.1821245,1.445195,-0.003625272,23.49572,115.6869,5.920567,P06,longdress
200,-0.1753192,1.44662,0.00861653,22.60448,116.9174,6.113017,P06,longdress
201,-0.1700593,1.447705,0.01822693,21.82624,117.7691,6.342109,P06,longdress
202,-0.1576059,1.450383,0.03927638,20.27998,119.7619,7.317586,P06,longdress
203,-0.1471987,1.452186,0.05703245,18.78692,121.2252,7.925483,P06,longdress
204,-0.1365562,1.453717,0.07631581,17.50684,122.4513,8.159223,P06,longdress
205,-0.1291115,1.454872,0.08950269,17.08095,123.3451,8.243864,P06,longdress
206,-0.1118324,1.457837,0.1157497,16.4407,125.0866,8.500444,P06,longdress
207,-0.09842691,1.460617,0.1339231,15.73783,126.1246,8.869154,P06,longdress
208,-0.09007439,1.462425,0.145009,14.95049,126.8487,9.167523,P06,longdress
209,-0.0751712,1.46391,0.1666232,13.30742,128.0156,9.841589,P06,longdress
210,-0.06822808,1.464172,0.1766805,12.84434,128.7261,10.1701,P06,longdress
211,-0.05780753,1.464561,0.190747,13.08265,129.5984,10.55743,P06,longdress
212,-0.0468945,1.464919,0.2034165,13.89802,130.1073,11.02166,P06,longdress
213,-0.03512355,1.464766,0.2156166,14.8209,130.1844,12.03895,P06,longdress
214,-0.02345767,1.463861,0.2274524,15.86911,129.2278,13.07925,P06,longdress
215,-0.01194156,1.461399,0.2382931,16.57166,128.3085,13.71848,P06,longdress
216,-0.000976013,1.457846,0.2478622,16.98757,127.4749,14.05519,P06,longdress
217,0.009953979,1.453991,0.2552955,17.93722,126.5259,14.24516,P06,longdress
218,0.02155104,1.450064,0.2606662,19.35624,126.0354,14.58742,P06,longdress
219,0.03334395,1.446292,0.2639318,21.20825,125.5057,14.88959,P06,longdress
220,0.04476705,1.442753,0.2653241,23.17074,124.8028,14.82671,P06,longdress
221,0.05646455,1.438979,0.2654916,25.08433,124.0084,14.46223,P06,longdress
222,0.06817496,1.435204,0.2645879,26.45252,122.8538,13.40096,P06,longdress
223,0.08061425,1.43168,0.2628238,27.38833,121.6767,12.2329,P06,longdress
224,0.09159891,1.428316,0.2593174,28.2054,120.1785,10.95551,P06,longdress
225,0.1029999,1.425784,0.256025,28.72259,118.8699,9.496496,P06,longdress
226,0.1147465,1.424421,0.2520736,28.93067,117.7474,7.954422,P06,longdress
227,0.1268628,1.424131,0.2468857,28.71236,116.8662,6.427966,P06,longdress
228,0.1394465,1.425372,0.2406217,28.73092,116.761,5.458325,P06,longdress
229,0.1514654,1.429264,0.2344857,29.86154,116.6501,4.611572,P06,longdress
230,0.1637567,1.433992,0.2283372,30.66068,116.7684,3.967308,P06,longdress
231,0.175215,1.438339,0.2226827,30.84362,117.0068,3.597295,P06,longdress
232,0.184747,1.440733,0.2174894,30.40295,117.1196,3.07726,P06,longdress
233,0.193261,1.440228,0.2135507,29.71124,117.3901,2.804338,P06,longdress
234,0.2025802,1.437455,0.2109685,29.8885,117.5506,2.630728,P06,longdress
235,0.2123347,1.434079,0.2090175,31.26743,117.6256,2.334592,P06,longdress
236,0.2218167,1.430443,0.2088022,33.08675,117.6647,2.249076,P06,longdress
237,0.2303623,1.42754,0.2096672,34.83952,117.8694,2.198337,P06,longdress
238,0.235451,1.426389,0.210195,35.77083,118.1484,2.143577,P06,longdress
239,0.2453295,1.426471,0.2106545,36.35532,118.9771,2.046739,P06,longdress
240,0.2526097,1.427223,0.2109253,35.83119,120.5962,2.727264,P06,longdress
241,0.2589865,1.428151,0.2119428,35.33012,122.3052,3.328991,P06,longdress
242,0.264615,1.428787,0.213777,35.10831,123.8899,3.516982,P06,longdress
243,0.2699197,1.428597,0.2169537,34.93503,125.5157,3.595204,P06,longdress
244,0.2760347,1.427998,0.2211945,34.88652,127.4665,3.814403,P06,longdress
245,0.2825699,1.427771,0.2261268,34.84272,129.5087,4.104787,P06,longdress
246,0.2894764,1.428147,0.2320587,34.54171,131.6492,4.630126,P06,longdress
247,0.2967978,1.428433,0.2394496,33.93859,133.8798,5.292872,P06,longdress
248,0.304723,1.428692,0.2483986,33.25422,136.1035,5.984881,P06,longdress
249,0.3137561,1.428525,0.2584559,32.72971,137.9659,6.511245,P06,longdress
250,0.324036,1.428022,0.269584,32.42205,139.4801,6.805655,P06,longdress
251,0.3358039,1.427336,0.281431,32.36531,140.7335,7.093591,P06,longdress
252,0.3448024,1.426811,0.2901064,32.55813,141.1863,7.191587,P06,longdress
253,0.3644393,1.424976,0.3088605,32.76201,141.5556,7.226353,P06,longdress
254,0.3808952,1.422838,0.3240731,33.1925,141.4722,7.051469,P06,longdress
255,0.3983876,1.420328,0.3399507,34.11481,140.9616,6.533141,P06,longdress
256,0.4166763,1.417647,0.3558172,35.22777,140.6703,6.222879,P06,longdress
257,0.4298645,1.416068,0.3660326,36.20226,140.719,6.333866,P06,longdress
258,0.4556433,1.412049,0.3866659,37.63419,140.6283,7.033355,P06,longdress
259,0.4722028,1.407987,0.4024574,37.84259,140.3966,7.467197,P06,longdress
260,0.4879544,1.404019,0.4166692,38.41294,140.3536,8.025698,P06,longdress
261,0.5020702,1.400755,0.429054,39.60647,140.474,8.615392,P06,longdress
262,0.514235,1.398885,0.4395389,40.68008,140.9118,8.945196,P06,longdress
263,0.5257028,1.398018,0.4480346,41.54251,141.9805,9.520225,P06,longdress
264,0.5365747,1.398212,0.4545572,42.27465,143.2234,10.42217,P06,longdress
265,0.5470432,1.398236,0.4593959,42.53166,144.1808,11.37843,P06,longdress
266,0.5534855,1.397942,0.4618872,42.48978,144.7183,11.93943,P06,longdress
267,0.5642948,1.396602,0.465791,42.38134,145.5118,12.58374,P06,longdress
268,0.5691736,1.395175,0.4669009,42.3019,146.0586,12.85505,P06,longdress
269,0.5763379,1.392716,0.4666637,42.68271,146.7291,12.85128,P06,longdress
270,0.5855358,1.389542,0.4636853,43.33672,147.8124,12.69766,P06,longdress
271,0.5895283,1.388096,0.461484,43.62051,148.3985,12.68062,P06,longdress
272,0.5967358,1.385756,0.4548954,44.00752,149.4685,12.44575,P06,longdress
273,0.6024629,1.384135,0.4492868,44.2331,150.0597,11.87539,P06,longdress
274,0.6060227,1.383246,0.4454622,44.35736,150.4844,11.36725,P06,longdress
275,0.6121472,1.381804,0.4390243,44.30824,151.6366,10.96927,P06,longdress
276,0.6186688,1.380122,0.4325643,43.99817,152.7357,10.65157,P06,longdress
277,0.6255574,1.378649,0.4260307,43.80196,153.5968,10.09714,P06,longdress
278,0.6324713,1.377522,0.4193394,43.51074,154.7382,9.668743,P06,longdress
279,0.6409718,1.376548,0.4120158,43.13147,156.222,9.46019,P06,longdress
280,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
281,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
282,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
283,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
284,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
285,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
286,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
287,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
288,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
289,0.6468882,1.376271,0.4065622,42.91104,156.9784,9.190991,P06,longdress
290,0.6498927,1.376251,0.4036696,42.75611,157.3667,9.056083,P06,longdress
291,0.838673,1.395244,0.3230603,38.06947,177.9623,9.663877,P06,longdress
292,0.8562374,1.401642,0.3226219,36.98728,180.5614,9.391108,P06,longdress
293,0.8744495,1.406512,0.3257953,36.12251,182.5968,8.903815,P06,longdress
294,0.8882281,1.411125,0.32934,35.76814,183.6577,8.443482,P06,longdress
295,0.9018731,1.414969,0.3338732,35.0279,184.1297,7.781693,P06,longdress
296,0.9151003,1.417686,0.3374893,34.55052,184.1418,7.199663,P06,longdress
297,0.9281512,1.418127,0.3400099,34.61774,184.5939,7.11606,P06,longdress
298,0.9403307,1.417002,0.342221,35.38511,185.1451,7.007165,P06,longdress
299,0.9515488,1.414692,0.3438017,35.85601,185.3087,6.262546,P06,longdress
300,0.9633983,1.41224,0.3398126,37.19265,187.0293,6.015862,P06,longdress
1,-0.5903031,1.488788,-0.1096337,26.68207,107.2527,351.8083,P07,longdress
2,-0.5880623,1.485665,-0.1213739,28.14409,107.1463,351.5489,P07,longdress
3,-0.5863816,1.483747,-0.1313298,29.38663,107.0018,351.2774,P07,longdress
4,-0.5854025,1.481963,-0.1409037,30.56144,106.8595,350.9884,P07,longdress
5,-0.5851384,1.480277,-0.1512906,31.7572,106.6917,350.7994,P07,longdress
6,-0.5843959,1.47946,-0.1617623,32.76958,106.6946,350.8664,P07,longdress
7,-0.5827723,1.479508,-0.1806938,32.53225,106.9185,351.0636,P07,longdress
8,-0.5827723,1.479508,-0.1806938,32.53225,106.9185,351.0636,P07,longdress
9,-0.5822502,1.479212,-0.1879796,32.19711,107.3314,351.3362,P07,longdress
10,-0.5804825,1.479466,-0.2001214,32.98946,107.9479,351.4423,P07,longdress
11,-0.5775641,1.480029,-0.2087121,33.85899,107.8622,351.1163,P07,longdress
12,-0.575598,1.480176,-0.2148048,34.06473,107.76,350.8334,P07,longdress
13,-0.5710157,1.480496,-0.2267504,33.97875,108.2711,350.8767,P07,longdress
14,-0.5657678,1.480883,-0.2350068,33.85939,108.76,351.1759,P07,longdress
15,-0.5606555,1.480763,-0.2429349,33.75083,108.8165,351.3467,P07,longdress
16,-0.5560633,1.480546,-0.2478219,33.68351,108.7914,351.3268,P07,longdress
17,-0.5491745,1.479912,-0.2552367,33.5905,108.9874,351.3451,P07,longdress
18,-0.5415966,1.479411,-0.2625848,33.33408,109.2045,351.5891,P07,longdress
19,-0.5338528,1.478933,-0.2693963,32.80106,109.2224,351.9837,P07,longdress
20,-0.5259085,1.478109,-0.2755977,31.95129,109.1883,352.5693,P07,longdress
21,-0.5171918,1.477266,-0.2812562,31.39411,109.253,353.5049,P07,longdress
22,-0.5072293,1.47636,-0.2864519,31.04884,109.0952,354.3802,P07,longdress
23,-0.4973938,1.47517,-0.2922697,30.74118,109.0014,355.3489,P07,longdress
24,-0.4876483,1.473922,-0.2989654,30.8464,109.1427,356.3622,P07,longdress
25,-0.477157,1.472423,-0.3060349,30.96847,109.4245,357.1425,P07,longdress
26,-0.4688827,1.47225,-0.3115464,31.37471,109.8027,357.3082,P07,longdress
27,-0.4512577,1.472789,-0.3246276,33.40691,111.2348,357.6268,P07,longdress
28,-0.4372807,1.471925,-0.335705,35.50208,112.5682,358.155,P07,longdress
29,-0.4187964,1.471886,-0.3457649,37.80029,114.6984,359.6212,P07,longdress
30,-0.4048322,1.470752,-0.3572429,38.23106,115.8108,0.4501957,P07,longdress
31,-0.3964146,1.469599,-0.3650157,37.748,115.5121,0.3052976,P07,longdress
32,-0.3819491,1.468197,-0.3780112,33.98982,114.9688,359.4934,P07,longdress
33,-0.3754164,1.467402,-0.3849203,29.91632,115.4434,359.0297,P07,longdress
34,-0.3635244,1.465271,-0.3943502,29.29831,116.7196,359.0498,P07,longdress
35,-0.3515872,1.461075,-0.404925,26.34162,117.0354,359.4305,P07,longdress
36,-0.3432191,1.459573,-0.4132717,24.65677,116.1392,358.9749,P07,longdress
37,-0.3379477,1.461247,-0.4185233,24.96265,115.6711,358.4325,P07,longdress
38,-0.3333572,1.462393,-0.4230794,25.41786,114.9696,357.5436,P07,longdress
39,-0.3259254,1.461728,-0.4280913,24.42763,114.6896,357.0885,P07,longdress
40,-0.3211428,1.462221,-0.4307362,23.32096,114.9672,357.2679,P07,longdress
41,-0.3108715,1.466011,-0.4359808,22.15528,115.1704,357.9035,P07,longdress
42,-0.3045689,1.469043,-0.4392548,21.40565,114.5245,358.2722,P07,longdress
43,-0.2991167,1.472328,-0.4405079,20.95152,114.4839,358.8496,P07,longdress
44,-0.2913242,1.474851,-0.4416384,20.55045,114.5738,359.9067,P07,longdress
45,-0.2832197,1.478286,-0.4429527,20.19727,114.3031,1.094408,P07,longdress
46,-0.2736903,1.481637,-0.4432875,19.62033,114.3843,1.934468,P07,longdress
47,-0.263027,1.483059,-0.4421921,18.87495,114.616,3.290584,P07,longdress
48,-0.2525508,1.483934,-0.4398143,19.0801,114.521,4.15221,P07,longdress
49,-0.2420432,1.484057,-0.4366014,19.84691,114.1659,4.656205,P07,longdress
50,-0.2325218,1.482532,-0.4332874,20.01331,113.9533,5.562429,P07,longdress
51,-0.2240742,1.480787,-0.4310919,20.74853,113.6248,6.737956,P07,longdress
52,-0.2174274,1.480029,-0.4304019,22.64271,112.8197,7.282961,P07,longdress
53,-0.2128621,1.478453,-0.4306605,24.35121,111.8667,7.643125,P07,longdress
54,-0.2100695,1.476963,-0.4314219,25.87928,111.5282,8.030274,P07,longdress
55,-0.2066107,1.47305,-0.4341037,26.90965,109.8828,7.802019,P07,longdress
56,-0.2049276,1.472633,-0.4372792,27.58716,108.4266,7.569095,P07,longdress
57,-0.2036936,1.473401,-0.4414418,27.25657,106.0797,7.032257,P07,longdress
58,-0.2024465,1.474566,-0.4472556,27.10019,103.9129,6.934046,P07,longdress
59,-0.2033461,1.475848,-0.4514257,27.27754,102.4726,6.472718,P07,longdress
60,-0.2064339,1.478461,-0.4619763,28.81267,99.55167,4.816374,P07,longdress
61,-0.2095154,1.479467,-0.4727426,29.58521,97.05082,3.423246,P07,longdress
62,-0.2120684,1.479676,-0.4848516,29.50996,94.82681,2.353036,P07,longdress
63,-0.2148944,1.48115,-0.498822,30.17705,92.36961,0.9220448,P07,longdress
64,-0.2190259,1.482563,-0.5146139,29.80723,89.70386,359.8972,P07,longdress
65,-0.2222956,1.482204,-0.5316459,28.62155,87.12624,358.9349,P07,longdress
66,-0.2246398,1.481053,-0.5503762,26.99475,84.7145,358.2313,P07,longdress
67,-0.2271314,1.480404,-0.5712051,25.91314,81.74004,357.5765,P07,longdress
68,-0.2289272,1.479948,-0.5859166,25.17305,79.60122,357.0893,P07,longdress
69,-0.2303734,1.480232,-0.6167557,24.08069,75.64104,356.928,P07,longdress
70,-0.2317249,1.481324,-0.6406734,22.80379,72.8923,357.3616,P07,longdress
71,-0.2323115,1.48338,-0.6656574,22.32017,69.87661,357.7805,P07,longdress
72,-0.2320624,1.486761,-0.6911861,22.3354,67.07553,358.1967,P07,longdress
73,-0.2294986,1.491725,-0.7073599,23.55789,65.63084,358.5768,P07,longdress
74,-0.2262407,1.499349,-0.7404897,24.37478,63.18713,359.9767,P07,longdress
75,-0.2237106,1.504224,-0.7627365,23.8007,61.45864,359.8501,P07,longdress
76,-0.2234291,1.507866,-0.7850912,22.75109,59.40899,359.4493,P07,longdress
77,-0.2232617,1.510092,-0.8059524,22.39346,58.15569,359.2883,P07,longdress
78,-0.2231828,1.511556,-0.8189182,22.24457,57.53275,359.1909,P07,longdress
79,-0.2237859,1.51378,-0.8382884,21.30546,56.65267,358.9727,P07,longdress
80,-0.2234476,1.51649,-0.856407,19.40594,56.30983,359.3285,P07,longdress
81,-0.2232141,1.519597,-0.8733882,17.11399,56.44211,359.8196,P07,longdress
82,-0.2250248,1.522127,-0.890332,15.06057,56.69696,0.235824,P07,longdress
83,-0.2276958,1.524624,-0.9063838,14.20358,56.03256,359.933,P07,longdress
84,-0.2309658,1.526317,-0.921476,13.26966,55.31609,359.3335,P07,longdress
85,-0.2342151,1.527674,-0.9362726,12.40169,54.76221,359.2137,P07,longdress
86,-0.2376508,1.529838,-0.9503917,12.00084,54.47644,359.287,P07,longdress
87,-0.2404846,1.531479,-0.9597529,11.85085,54.10506,359.2485,P07,longdress
88,-0.2468584,1.533459,-0.9778413,10.7102,53.63855,359.2491,P07,longdress
89,-0.2514379,1.534815,-0.9915927,9.412544,53.20997,359.348,P07,longdress
90,-0.2566953,1.536509,-1.00596,8.168274,52.77756,359.4137,P07,longdress
91,-0.2619744,1.538,-1.020438,6.606409,52.48225,359.5246,P07,longdress
92,-0.2670943,1.539455,-1.035523,5.468671,52.21582,359.3878,P07,longdress
93,-0.2730145,1.540025,-1.050958,4.225888,52.24151,359.3074,P07,longdress
94,-0.2784632,1.540687,-1.065655,4.008058,52.03748,359.2662,P07,longdress
95,-0.2834999,1.541372,-1.079761,4.149529,51.67529,359.043,P07,longdress
96,-0.2880706,1.541614,-1.093354,3.933411,51.15822,358.9721,P07,longdress
97,-0.2913857,1.542072,-1.105423,3.603156,50.96551,359.0757,P07,longdress
98,-0.2938135,1.54264,-1.116685,3.277924,51.06442,359.2794,P07,longdress
99,-0.295636,1.544601,-1.126871,3.333073,50.92466,359.3228,P07,longdress
100,-0.2964701,1.548125,-1.136413,3.39471,50.52241,359.2416,P07,longdress
101,-0.2971927,1.550336,-1.143026,2.957202,50.34811,359.2157,P07,longdress
102,-0.2965857,1.553567,-1.15449,2.010207,49.97276,359.2644,P07,longdress
103,-0.2955843,1.555072,-1.167198,1.287331,48.90838,359.0133,P07,longdress
104,-0.2941267,1.555169,-1.17786,1.456046,48.29113,358.4749,P07,longdress
105,-0.2907113,1.555122,-1.187413,1.831128,47.64977,358.1508,P07,longdress
106,-0.285666,1.555159,-1.195625,1.594289,46.96533,357.8584,P07,longdress
107,-0.2805032,1.555161,-1.203764,1.322086,46.32715,357.5762,P07,longdress
108,-0.2739414,1.554408,-1.210894,1.818946,45.82628,356.9474,P07,longdress
109,-0.2667359,1.552801,-1.218122,2.609868,45.44319,356.5485,P07,longdress
110,-0.2585006,1.550637,-1.225161,2.77478,45.14178,356.2484,P07,longdress
111,-0.2486601,1.548595,-1.231524,2.746554,44.63593,355.9144,P07,longdress
112,-0.2376916,1.546422,-1.23701,2.657477,44.39255,356.0166,P07,longdress
113,-0.2259441,1.544701,-1.242518,3.105165,43.88906,356.4155,P07,longdress
114,-0.2134878,1.542416,-1.247144,3.69287,42.93691,356.4879,P07,longdress
115,-0.2045155,1.540547,-1.249597,3.768015,42.35115,356.4812,P07,longdress
116,-0.1851443,1.537375,-1.253576,4.132395,41.75441,356.5893,P07,longdress
117,-0.169929,1.535261,-1.256353,4.87737,41.42838,356.7466,P07,longdress
118,-0.1534928,1.533924,-1.257887,6.131963,40.91285,357.1325,P07,longdress
119,-0.1367951,1.532446,-1.259312,7.318964,40.31231,357.4677,P07,longdress
120,-0.1262579,1.5309,-1.260465,7.972902,40.03499,357.6583,P07,longdress
121,-0.1060457,1.526558,-1.261963,9.414733,39.58445,357.5812,P07,longdress
122,-0.09238508,1.523053,-1.262839,11.18356,39.02332,357.0827,P07,longdress
123,-0.07922006,1.519181,-1.263206,12.75178,38.51759,356.8857,P07,longdress
124,-0.06615429,1.515682,-1.263142,14.84829,38.22936,356.9658,P07,longdress
125,-0.05377269,1.512514,-1.262863,17.23409,37.70173,357.4134,P07,longdress
