inx,x,y,z,rx,ry,rz,p,v
167,1.424568,1.692394,-0.8729341,6.664349,297.5175,356.9598,P33,longdress
168,1.424412,1.692068,-0.8729416,6.990885,297.7564,356.8551,P33,longdress
169,1.424215,1.691567,-0.8730491,7.346424,297.9415,356.8001,P33,longdress
170,1.423883,1.691012,-0.8728857,7.778896,298.1262,356.7512,P33,longdress
171,1.423688,1.690661,-0.8728864,8.215275,298.3556,356.6968,P33,longdress
172,1.423354,1.690273,-0.8730613,8.553463,298.5598,356.6674,P33,longdress
173,1.423021,1.68974,-0.8730847,8.813869,298.7951,356.6169,P33,longdress
174,1.422636,1.689332,-0.8729782,9.009975,299.0369,356.5367,P33,longdress
175,1.422192,1.688981,-0.8728672,9.227885,299.3034,356.4657,P33,longdress
176,1.421787,1.688463,-0.8728607,9.516112,299.5666,356.4515,P33,longdress
177,1.421467,1.688102,-0.8727436,9.824517,299.8467,356.425,P33,longdress
178,1.42113,1.687626,-0.8722854,10.24158,300.2083,356.431,P33,longdress
179,1.420786,1.687464,-0.8719969,10.51905,300.656,356.4697,P33,longdress
180,1.420742,1.687328,-0.8713857,10.58732,300.9247,356.4718,P33,longdress
181,1.420503,1.686951,-0.8703382,10.71477,301.3674,356.4028,P33,longdress
182,1.420843,1.686559,-0.8690922,10.95244,301.623,356.3896,P33,longdress
183,1.421691,1.686376,-0.8677098,11.38467,301.8468,356.4105,P33,longdress
184,1.423262,1.686226,-0.8660977,11.70735,302.0946,356.4002,P33,longdress
185,1.424742,1.686185,-0.8649805,11.8076,302.2995,356.3817,P33,longdress
186,1.428615,1.686022,-0.8624309,11.76108,302.9141,356.202,P33,longdress
187,1.432458,1.685688,-0.8600376,11.43576,303.3959,356.0712,P33,longdress
188,1.436998,1.685622,-0.8572787,11.17871,303.8062,356.0189,P33,longdress
189,1.44209,1.685513,-0.8542724,10.99218,304.2613,355.9866,P33,longdress
190,1.448165,1.68554,-0.8510833,10.83078,304.697,355.9276,P33,longdress
191,1.454854,1.68559,-0.8472991,10.63888,305.2811,355.8653,P33,longdress
192,1.46155,1.685555,-0.8430935,10.44531,306.0568,355.7577,P33,longdress
193,1.468572,1.685839,-0.8378103,10.34882,306.8892,355.5786,P33,longdress
194,1.473104,1.686234,-0.833837,10.36733,307.4691,355.3845,P33,longdress
195,1.484325,1.686815,-0.8227434,10.44218,309.0396,355.0834,P33,longdress
196,1.48872,1.68713,-0.8179026,10.63906,309.7123,355.0421,P33,longdress
197,1.495506,1.687876,-0.8103796,11.16998,310.662,355.0431,P33,longdress
198,1.50225,1.68942,-0.8027478,11.89967,311.5097,355.0748,P33,longdress
199,1.506791,1.690776,-0.7972128,12.39587,311.9367,355.0353,P33,longdress
200,1.515038,1.692091,-0.7862452,13.19938,312.3351,354.6041,P33,longdress
201,1.520458,1.691582,-0.7782599,13.65195,312.5012,354.0871,P33,longdress
202,1.525121,1.68946,-0.771135,14.11945,312.5482,353.7286,P33,longdress
203,1.529203,1.687328,-0.7646607,15.18143,312.1467,353.7279,P33,longdress
204,1.532054,1.685678,-0.7593387,16.53351,311.4094,353.9617,P33,longdress
205,1.534328,1.6844,-0.7555082,17.46196,310.3415,353.9553,P33,longdress
206,1.535815,1.683738,-0.7532572,18.0817,309.0683,353.6486,P33,longdress
207,1.53639,1.683415,-0.752479,18.26375,308.2544,353.4358,P33,longdress
208,1.537107,1.683151,-0.7528361,18.37025,306.9332,353.2785,P33,longdress
209,1.537939,1.683273,-0.755719,18.38366,304.9099,353.3876,P33,longdress
210,1.538325,1.683151,-0.759752,18.28184,303.4199,353.4436,P33,longdress
211,1.53813,1.683069,-0.7651685,18.14886,302.1145,353.4249,P33,longdress
212,1.537524,1.683017,-0.7714194,18.11927,300.9183,353.3609,P33,longdress
213,1.536781,1.682805,-0.7759791,18.10804,300.1594,353.3416,P33,longdress
214,1.533992,1.682531,-0.7864773,18.15661,298.7702,353.5706,P33,longdress
215,1.530907,1.682327,-0.7956445,18.10007,297.8361,353.7701,P33,longdress
216,1.527406,1.681916,-0.8054306,17.91633,296.8833,353.972,P33,longdress
217,1.523027,1.681306,-0.8161271,17.72549,296.0335,354.136,P33,longdress
218,1.519798,1.680662,-0.8236973,17.64633,295.6013,354.2135,P33,longdress
219,1.512933,1.679347,-0.8399215,17.42114,294.9767,354.2651,P33,longdress
220,1.507678,1.678287,-0.8530129,17.15381,294.6726,354.2112,P33,longdress
221,1.502369,1.677193,-0.866631,16.95422,294.4253,354.1777,P33,longdress
222,1.4988,1.676675,-0.8760625,16.92543,294.2849,354.1155,P33,longdress
223,1.491647,1.676073,-0.8951254,16.90085,294.0988,353.7951,P33,longdress
224,1.487931,1.676109,-0.904721,16.97485,294.0281,353.5658,P33,longdress
225,1.482059,1.676569,-0.9190538,17.20982,294.0033,353.3205,P33,longdress
226,1.475771,1.676775,-0.9328302,17.15211,294.2305,353.438,P33,longdress
227,1.47149,1.676317,-0.9418734,16.87271,294.5369,353.6584,P33,longdress
228,1.463495,1.674246,-0.9595214,16.46523,295.4798,354.1673,P33,longdress
229,1.45838,1.671945,-0.9721311,16.46674,296.2812,354.481,P33,longdress
230,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
231,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
232,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
233,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
234,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
235,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
236,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
237,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
238,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
239,1.456791,1.671172,-0.9761052,16.50604,296.5314,354.5475,P33,longdress
240,1.455214,1.670324,-0.9799796,16.5483,296.7785,354.617,P33,longdress
241,1.414131,1.671863,-1.073741,18.61372,306.141,358.1168,P33,longdress
242,1.413854,1.672265,-1.074413,18.45653,306.0384,358.2522,P33,longdress
243,1.414017,1.672467,-1.074814,18.29281,305.9901,358.3819,P33,longdress
244,1.414211,1.672628,-1.074861,18.18783,305.9743,358.5617,P33,longdress
245,1.414461,1.67276,-1.074674,18.10428,305.9392,358.7121,P33,longdress
246,1.414488,1.672889,-1.074437,18.14642,305.8455,358.7995,P33,longdress
247,1.414654,1.672796,-1.074095,18.14984,305.6825,358.8493,P33,longdress
248,1.414895,1.672599,-1.073692,18.10356,305.5178,358.8439,P33,longdress
249,1.415173,1.672422,-1.073189,18.07051,305.3488,358.8427,P33,longdress
250,1.415376,1.672023,-1.072712,17.99821,305.175,358.8078,P33,longdress
251,1.415782,1.67187,-1.072224,18.04935,304.9812,358.7725,P33,longdress
252,1.416121,1.671708,-1.071989,18.05444,304.8204,358.7396,P33,longdress
253,1.416557,1.671695,-1.071596,17.95131,304.7474,358.7254,P33,longdress
254,1.41698,1.671923,-1.071677,17.82976,304.7201,358.7325,P33,longdress
255,1.417432,1.672211,-1.071786,17.70969,304.7017,358.7462,P33,longdress
256,1.417958,1.672642,-1.07197,17.62653,304.709,358.7555,P33,longdress
257,1.418512,1.672774,-1.072083,17.50291,304.7353,358.7337,P33,longdress
258,1.418618,1.672638,-1.072316,17.47473,304.6904,358.7049,P33,longdress
259,1.418755,1.6726,-1.072476,17.54439,304.6845,358.662,P33,longdress
260,1.418677,1.672277,-1.072822,17.57167,304.7592,358.7377,P33,longdress
261,1.418457,1.672025,-1.073414,17.49289,304.89,358.7939,P33,longdress
262,1.418185,1.67222,-1.074122,17.45376,305.0074,358.856,P33,longdress
263,1.417996,1.67218,-1.074571,17.44139,305.0505,358.8853,P33,longdress
264,1.417668,1.671824,-1.075378,17.43932,305.187,358.9054,P33,longdress
265,1.417361,1.671534,-1.075931,17.47061,305.322,358.9203,P33,longdress
266,1.417102,1.671423,-1.076683,17.49801,305.38,358.8763,P33,longdress
267,1.417135,1.671325,-1.077253,17.48157,305.4104,358.8127,P33,longdress
268,1.416894,1.67141,-1.078112,17.42211,305.4774,358.7582,P33,longdress
269,1.416865,1.671392,-1.078862,17.3345,305.6107,358.7182,P33,longdress
270,1.416778,1.671382,-1.079634,17.26954,305.7056,358.7061,P33,longdress
271,1.416847,1.671597,-1.080197,17.19202,305.797,358.6713,P33,longdress
272,1.416739,1.671553,-1.080971,17.1345,305.8874,358.6573,P33,longdress
273,1.416896,1.67153,-1.081911,17.08481,305.93,358.6129,P33,longdress
274,1.417035,1.671399,-1.08276,17.07406,306.0035,358.5439,P33,longdress
275,1.417055,1.671254,-1.083491,17.02661,306.0607,358.5168,P33,longdress
276,1.417037,1.671035,-1.08416,16.9296,306.1048,358.4422,P33,longdress
277,1.417037,1.670965,-1.08437,16.87827,306.1362,358.3886,P33,longdress
278,1.416839,1.670884,-1.085125,16.92378,306.1488,358.3264,P33,longdress
279,1.416784,1.670772,-1.08553,16.91663,306.1396,358.2875,P33,longdress
280,1.416537,1.6706,-1.086069,16.89541,306.1496,358.2415,P33,longdress
281,1.416418,1.67072,-1.08677,16.8217,306.1444,358.1516,P33,longdress
282,1.416492,1.670721,-1.087268,16.75754,306.0952,358.1497,P33,longdress
283,1.416793,1.670714,-1.0881,16.55494,306.0768,358.1034,P33,longdress
284,1.416756,1.670761,-1.08858,16.48134,306.0627,358.0982,P33,longdress
285,1.416946,1.670752,-1.088872,16.44736,305.9606,358.0588,P33,longdress
286,1.416891,1.670992,-1.089003,16.44632,305.8264,357.9936,P33,longdress
287,1.416755,1.671043,-1.089223,16.41902,305.7038,357.9169,P33,longdress
288,1.416685,1.670772,-1.089412,16.46307,305.5624,357.8623,P33,longdress
289,1.416669,1.670791,-1.089469,16.53361,305.4863,357.8397,P33,longdress
290,1.416494,1.670761,-1.089756,16.51026,305.4311,357.852,P33,longdress
291,1.416445,1.670779,-1.089979,16.47462,305.3893,357.8783,P33,longdress
292,1.41652,1.670867,-1.090258,16.39619,305.3686,357.9037,P33,longdress
293,1.416646,1.670835,-1.090479,16.28991,305.2888,357.927,P33,longdress
294,1.416495,1.671339,-1.090607,16.5342,305.0946,357.9378,P33,longdress
295,1.416495,1.671339,-1.090607,16.5342,305.0946,357.9378,P33,longdress
296,1.416435,1.671638,-1.090381,16.50407,304.9966,357.9024,P33,longdress
297,1.416208,1.671886,-1.090056,16.43391,304.903,357.9166,P33,longdress
298,1.415889,1.672064,-1.089894,16.47731,304.8433,357.9635,P33,longdress
299,1.415679,1.672197,-1.089584,16.51964,304.8265,358.0467,P33,longdress
300,1.415703,1.672064,-1.089416,16.42754,304.7653,358.0616,P33,longdress
1,1.528837,1.50358,-0.9473744,7.287895,298.8112,3.233287,P34,longdress
2,1.529463,1.504173,-0.947279,7.056241,298.6413,3.184382,P34,longdress
3,1.530228,1.504908,-0.9473673,6.746197,298.2768,3.149061,P34,longdress
4,1.530837,1.505716,-0.9473793,6.46094,297.9322,3.108277,P34,longdress
5,1.531082,1.505976,-0.9473319,6.166269,297.6802,3.07507,P34,longdress
6,1.531189,1.506284,-0.9473189,6.000606,297.2432,3.028231,P34,longdress
7,1.531547,1.506568,-0.947016,5.83201,296.7971,2.942581,P34,longdress
8,1.532009,1.506427,-0.9469587,5.574635,296.4,2.879622,P34,longdress
9,1.532211,1.506382,-0.9469224,5.547815,295.9884,2.833059,P34,longdress
10,1.532232,1.50666,-0.9472993,5.410819,295.6871,2.785298,P34,longdress
11,1.532518,1.506854,-0.9475055,5.303629,295.3709,2.811782,P34,longdress
12,1.532686,1.507433,-0.9478346,5.149963,295.0809,2.785163,P34,longdress
13,1.532976,1.507762,-0.9477481,4.942173,294.8926,2.778458,P34,longdress
14,1.533344,1.508006,-0.9481787,4.64327,294.7353,2.789007,P34,longdress
15,1.533921,1.508183,-0.9484068,4.352564,294.6128,2.791695,P34,longdress
16,1.53451,1.508306,-0.9486234,4.195755,294.4653,2.791015,P34,longdress
17,1.534996,1.508463,-0.9488627,3.888147,294.3027,2.761967,P34,longdress
18,1.535573,1.508899,-0.9489129,3.654968,294.1721,2.735592,P34,longdress
19,1.535586,1.509413,-0.9492273,3.492697,294.2215,2.784585,P34,longdress
20,1.536011,1.509629,-0.949643,3.185157,294.2742,2.862686,P34,longdress
21,1.536569,1.510152,-0.9502352,2.915403,294.3018,2.884944,P34,longdress
22,1.536828,1.510708,-0.9509885,2.607605,294.3014,2.954043,P34,longdress
23,1.537073,1.510943,-0.9513245,2.481156,294.35,3.03083,P34,longdress
24,1.537384,1.511326,-0.9521238,2.194336,294.6268,3.119258,P34,longdress
25,1.537459,1.511567,-0.952659,1.968793,294.76,3.175214,P34,longdress
26,1.537716,1.511703,-0.9532574,1.84461,294.9388,3.322373,P34,longdress
27,1.538067,1.512269,-0.9538655,1.603618,295.0852,3.358865,P34,longdress
28,1.53821,1.512425,-0.9543114,1.42712,295.1703,3.386601,P34,longdress
29,1.538343,1.512847,-0.9553677,1.221611,295.4229,3.570771,P34,longdress
30,1.538308,1.513411,-0.9559256,1.080338,295.5615,3.656676,P34,longdress
31,1.538348,1.513622,-0.956825,0.7958382,295.7575,3.716114,P34,longdress
32,1.538299,1.513631,-0.9576906,0.7602942,295.8664,3.855925,P34,longdress
33,1.538468,1.513378,-0.9586132,0.5438767,296.1172,3.947635,P34,longdress
34,1.538393,1.513644,-0.9597542,0.4549181,296.3407,4.049715,P34,longdress
35,1.538144,1.513823,-0.960772,0.34656,296.4006,4.174298,P34,longdress
36,1.538241,1.513902,-0.9614113,0.1810062,296.5968,4.180234,P34,longdress
37,1.538104,1.514148,-0.961987,0.1501849,296.7095,4.287449,P34,longdress
38,1.537848,1.514106,-0.9633693,359.8317,296.9654,4.344782,P34,longdress
39,1.537598,1.514446,-0.9644014,359.7596,297.2057,4.385467,P34,longdress
40,1.537641,1.514482,-0.965619,359.583,297.4985,4.53903,P34,longdress
41,1.537474,1.514506,-0.9666882,359.3727,297.7065,4.636608,P34,longdress
42,1.537313,1.51452,-0.9675246,359.3257,297.9121,4.754749,P34,longdress
43,1.537399,1.514218,-0.9687897,359.1528,298.2253,4.914446,P34,longdress
44,1.537554,1.514042,-0.9696953,358.8076,298.5087,5.109004,P34,longdress
45,1.537415,1.514047,-0.9708329,358.6266,298.8769,5.346837,P34,longdress
46,1.537632,1.514068,-0.9721857,357.8961,299.2287,5.481127,P34,longdress
47,1.537629,1.514387,-0.973351,357.0354,299.7989,5.585933,P34,longdress
48,1.537038,1.515111,-0.9746668,356.7066,300.3086,5.81811,P34,longdress
49,1.53709,1.515373,-0.9759567,356.4851,300.4753,6.143474,P34,longdress
50,1.537035,1.515366,-0.9771395,356.0948,300.6112,6.461282,P34,longdress
51,1.536618,1.515623,-0.9777675,355.9626,300.7681,6.576662,P34,longdress
52,1.535869,1.515694,-0.9789611,355.2177,300.8508,7.060775,P34,longdress
53,1.535542,1.515471,-0.9802942,354.8421,301.0884,7.143366,P34,longdress
54,1.535413,1.515125,-0.9811156,354.2818,301.4549,7.196184,P34,longdress
55,1.535555,1.514942,-0.982082,354.0171,301.5116,7.431143,P34,longdress
56,1.53506,1.515012,-0.9824655,354.1414,301.5281,7.529262,P34,longdress
57,1.534647,1.515054,-0.9822429,353.7505,301.2179,7.955045,P34,longdress
58,1.534696,1.515303,-0.9812541,354.0516,301.3031,7.77073,P34,longdress
59,1.53472,1.515612,-0.9802953,354.3902,301.2966,7.690555,P34,longdress
60,1.534983,1.515269,-0.9786935,354.045,301.2571,7.645389,P34,longdress
61,1.535298,1.515549,-0.9777958,354.5524,301.4289,7.502966,P34,longdress
62,1.53575,1.515952,-0.9752681,355.2679,301.5197,7.31311,P34,longdress
63,1.536541,1.515383,-0.9732721,355.6997,301.5597,7.270218,P34,longdress
64,1.537434,1.514874,-0.9707824,356.4852,301.6045,7.176058,P34,longdress
65,1.537943,1.514941,-0.9684901,357.0157,301.6207,7.154566,P34,longdress
66,1.539155,1.514299,-0.9651647,358.1546,301.5674,7.070179,P34,longdress
67,1.540993,1.513449,-0.9612919,359.2252,301.4348,6.944405,P34,longdress
68,1.542622,1.512931,-0.9564868,0.3784059,301.3028,6.742159,P34,longdress
69,1.544153,1.511915,-0.9513313,1.813967,300.9295,6.693141,P34,longdress
70,1.546006,1.510269,-0.9453267,3.608905,300.547,6.635226,P34,longdress
71,1.547861,1.508811,-0.9387217,5.686534,300.1211,6.619388,P34,longdress
72,1.549594,1.506785,-0.9312235,7.298661,299.5672,6.533524,P34,longdress
73,1.551417,1.50445,-0.9232522,9.55223,299.3415,6.437481,P34,longdress
74,1.55335,1.501242,-0.915225,11.32415,298.6717,6.283623,P34,longdress
75,1.555299,1.497788,-0.9061943,13.74551,298.3155,6.164455,P34,longdress
76,1.557742,1.492866,-0.8968877,15.91032,297.6024,6.216429,P34,longdress
77,1.560338,1.488973,-0.8870299,18.33038,297.0849,6.015689,P34,longdress
78,1.562443,1.48371,-0.8771791,20.26682,296.6982,5.962837,P34,longdress
79,1.565138,1.477977,-0.8673012,22.10258,296.1783,5.854088,P34,longdress
80,1.566715,1.473071,-0.8578229,24.2555,295.8466,5.734695,P34,longdress
81,1.568279,1.468655,-0.8481854,26.22924,295.3588,5.501859,P34,longdress
82,1.569222,1.464887,-0.8387992,28.20209,295.045,5.226387,P34,longdress
83,1.570208,1.461071,-0.8302559,30.18894,294.2258,4.854712,P34,longdress
84,1.570812,1.459054,-0.8252264,31.45846,293.6423,4.482782,P34,longdress
85,1.572212,1.455015,-0.8160875,33.35093,292.9997,3.953118,P34,longdress
86,1.572019,1.452454,-0.8091045,34.74805,292.1885,3.463209,P34,longdress
87,1.570885,1.449637,-0.8019392,35.48767,291.6186,2.888222,P34,longdress
88,1.569455,1.446739,-0.7950076,35.72097,291.3704,2.480891,P34,longdress
89,1.568054,1.444644,-0.7879527,36.20812,291.2091,1.998185,P34,longdress
90,1.565669,1.443227,-0.7810299,36.94884,291.3546,1.711809,P34,longdress
91,1.562286,1.442081,-0.7739596,37.64159,291.2299,1.509113,P34,longdress
92,1.558396,1.440243,-0.7669882,37.80642,291.1279,1.269075,P34,longdress
93,1.554042,1.438752,-0.7597732,38.10904,291.1709,1.371576,P34,longdress
94,1.54905,1.436543,-0.7526338,38.2032,290.9967,1.474926,P34,longdress
95,1.543409,1.434187,-0.7453554,38.37367,291.0317,1.453679,P34,longdress
96,1.537473,1.431067,-0.7379006,38.28223,290.757,1.454986,P34,longdress
97,1.531099,1.427933,-0.7304076,38.46374,290.9745,1.75879,P34,longdress
98,1.5265,1.426005,-0.7254775,38.73915,290.9483,1.968718,P34,longdress
99,1.516974,1.421868,-0.7155149,38.75432,290.8855,2.424133,P34,longdress
100,1.508819,1.420259,-0.7076935,39.39754,291.2249,2.994765,P34,longdress
101,1.499994,1.419787,-0.6989825,40.19577,291.6452,3.609605,P34,longdress
102,1.491529,1.418954,-0.690252,40.67027,291.2964,3.728884,P34,longdress
103,1.486653,1.418156,-0.6842712,40.86288,290.8301,3.577379,P34,longdress
104,1.478435,1.417043,-0.6731438,41.60658,290.1404,3.358747,P34,longdress
105,1.473104,1.415826,-0.6646607,41.86198,289.5561,3.077467,P34,longdress
106,1.468105,1.415522,-0.6557634,42.75141,289.2694,3.169886,P34,longdress
107,1.463431,1.415323,-0.6469492,43.34831,288.8954,3.359971,P34,longdress
108,1.460819,1.41477,-0.6411725,43.49954,288.4276,3.332236,P34,longdress
109,1.457584,1.414544,-0.6301266,44.27293,286.9354,3.068396,P34,longdress
110,1.455899,1.414068,-0.6219043,45.05229,285.398,2.590631,P34,longdress
111,1.454551,1.413302,-0.6132429,45.81413,283.7664,2.019765,P34,longdress
112,1.453603,1.412572,-0.6076075,46.14471,282.7814,1.746444,P34,longdress
113,1.452672,1.411144,-0.5957184,46.23788,280.576,1.147671,P34,longdress
114,1.452563,1.410436,-0.5862874,46.61118,279.0393,0.8500915,P34,longdress
115,1.453225,1.409922,-0.5795164,46.76093,277.9137,0.6310391,P34,longdress
116,1.455772,1.40864,-0.5647584,47.0088,275.662,0.2844228,P34,longdress
117,1.457359,1.40804,-0.5570444,47.28018,274.6342,0.2296288,P34,longdress
118,1.460618,1.406902,-0.5446064,47.25208,273.0225,0.1128816,P34,longdress
119,1.464471,1.40608,-0.5312186,46.867,271.5033,0.1525044,P34,longdress
120,1.470889,1.404685,-0.518149,46.10502,270.1811,0.4079966,P34,longdress
121,1.473774,1.404105,-0.5022035,45.62928,268.8998,0.7814006,P34,longdress
122,1.478298,1.40347,-0.4866691,44.96194,267.5116,1.033618,P34,longdress
123,1.482702,1.402026,-0.4711093,44.20996,266.1324,1.244391,P34,longdress
124,1.488005,1.401443,-0.4560001,44.29423,264.9268,1.38554,P34,longdress
125,1.493058,1.401212,-0.4406631,44.88485,263.6036,1.437075,P34,longdress
126,1.497735,1.399816,-0.4257126,45.18388,262.3496,1.429467,P34,longdress
127,1.502362,1.398272,-0.4111683,45.50205,261.477,1.827727,P34,longdress
128,1.507006,1.397158,-0.3973882,46.10693,260.8055,2.415029,P34,longdress
129,1.511338,1.395679,-0.3846551,46.29219,260.0134,2.622149,P34,longdress
130,1.515644,1.395227,-0.3737096,46.43521,259.5436,3.004484,P34,longdress
131,1.51858,1.395665,-0.3666221,46.53062,259.1055,3.105529,P34,longdress
132,1.523772,1.396979,-0.354218,46.98905,258.3585,3.443834,P34,longdress
